1770619171.256030 server started (20939): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1770619171.256099 on Darwin 25.2.0 Darwin Kernel Version 25.2.0: Tue Nov 18 21:09:55 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T8103
1770619171.256112 using libevent 2.1.12-stable select
1770619171.256127 using utf8proc 2.11.3
1770619171.256136 using ncurses 6.5 20240427
1770619171.259384 cmd_parse_build_commands 0:0: bind
1770619171.259391 cmd_parse_build_commands 0:1: -N
1770619171.259399 cmd_parse_build_commands 0:2: Rename current session
1770619171.259409 cmd_parse_build_commands 0:3: $
1770619171.259417 cmd_parse_build_commands 0:4 0:0: command-prompt
1770619171.259426 cmd_parse_build_commands 0:4 0:1: -I#S
1770619171.259434 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1770619171.259443 cmd_parse_build_commands 0:4 0:2 0:1: --
1770619171.259451 cmd_parse_build_commands 0:4 0:2 0:2: %%
1770619171.259460 cmd_parse_build_commands 0:0: command-prompt
1770619171.259468 cmd_parse_build_commands 0:1: -I#S
1770619171.259477 cmd_parse_build_commands 0:2 0:0: rename-session
1770619171.259483 cmd_parse_build_commands 0:2 0:1: --
1770619171.259491 cmd_parse_build_commands 0:2 0:2: %%
1770619171.259499 cmd_parse_build_commands 0:0: rename-session
1770619171.259506 cmd_parse_build_commands 0:1: --
1770619171.259513 cmd_parse_build_commands 0:2: %%
1770619171.259522 args_parse_flags: next --
1770619171.259529 args_parse: flags end at 2 of 3
1770619171.259536 args_parse: 2 = %% (type STRING)
1770619171.259546 cmd_parse_build_commands: rename-session "%%"
1770619171.259554 args_parse_flags: next -I#S
1770619171.259562 args_parse_flag_argument: -I = #S
1770619171.259569 args_parse: flags end at 2 of 3
1770619171.259578 args_parse: 2 = rename-session "%%" (type COMMANDS)
1770619171.259593 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1770619171.259602 args_parse_flags: next -N
1770619171.259610 args_parse_flag_argument: -N = Rename current session
1770619171.259617 args_parse_flags: next $
1770619171.259625 args_parse: flags end at 3 of 5
1770619171.259633 args_parse: 3 = $ (type STRING)
1770619171.259646 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1770619171.259664 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1770619171.259691 cmdq_get_command: [bind-key/0xac6c18100] group 62
1770619171.259699 cmdq_append <global>: [bind-key/0xac6c18100]
1770619171.259710 yylex_token: end at WS
1770619171.259717 yylex_token: bind
1770619171.259724 yylex_token: end at WS
1770619171.259731 yylex_token: -N
1770619171.259740 yylex_token: end at WS
1770619171.259746 yylex_token: Split window horizontally
1770619171.259752 yylex_get_word: %
1770619171.259759 yylex_token: end at WS
1770619171.259765 yylex_token: split-window
1770619171.259771 yylex_token: end at WS
1770619171.259777 yylex_token: -h
1770619171.259783 cmd_parse_build_commands 0:0: bind
1770619171.259789 cmd_parse_build_commands 0:1: -N
1770619171.259796 cmd_parse_build_commands 0:2: Split window horizontally
1770619171.259802 cmd_parse_build_commands 0:3: %
1770619171.259808 cmd_parse_build_commands 0:4 0:0: split-window
1770619171.259814 cmd_parse_build_commands 0:4 0:1: -h
1770619171.259824 cmd_parse_build_commands 0:0: split-window
1770619171.259831 cmd_parse_build_commands 0:1: -h
1770619171.259838 args_parse_flags: next -h
1770619171.259844 args_parse_flags: -h
1770619171.259849 args_parse: flags end at 2 of 2
1770619171.259856 cmd_parse_build_commands: split-window -h
1770619171.259862 args_parse_flags: next -N
1770619171.259869 args_parse_flag_argument: -N = Split window horizontally
1770619171.259875 args_parse_flags: next %
1770619171.259881 args_parse: flags end at 3 of 5
1770619171.259887 args_parse: 3 = % (type STRING)
1770619171.259894 args_parse: 4 = split-window -h (type COMMANDS)
1770619171.259913 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1770619171.259920 cmdq_get_command: [bind-key/0xac6c18200] group 74
1770619171.259926 cmdq_append <global>: [bind-key/0xac6c18200]
1770619171.259933 yylex_token: end at WS
1770619171.259939 yylex_token: bind
1770619171.259943 yylex_token: end at WS
1770619171.259948 yylex_token: -N
1770619171.259954 yylex_token: end at WS
1770619171.259958 yylex_token: Kill current window
1770619171.259962 yylex_token: end at WS
1770619171.259966 yylex_token: &
1770619171.259972 yylex_token: end at WS
1770619171.259976 yylex_token: confirm-before
1770619171.259982 yylex_token: end at WS
1770619171.259987 yylex_token: -pkill-window #W? (y/n)
1770619171.259992 yylex_token: end at WS
1770619171.259996 yylex_token: kill-window
1770619171.260002 cmd_parse_build_commands 0:0: bind
1770619171.260006 cmd_parse_build_commands 0:1: -N
1770619171.260011 cmd_parse_build_commands 0:2: Kill current window
1770619171.260053 cmd_parse_build_commands 0:3: &
1770619171.260067 cmd_parse_build_commands 0:4 0:0: confirm-before
1770619171.260073 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1770619171.260079 cmd_parse_build_commands 0:4 0:2: kill-window
1770619171.260087 cmd_parse_build_commands 0:0: confirm-before
1770619171.260092 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1770619171.260097 cmd_parse_build_commands 0:2: kill-window
1770619171.260105 args_parse_flags: next -pkill-window #W? (y/n)
1770619171.260110 args_parse_flag_argument: -p = kill-window #W? (y/n)
1770619171.260115 args_parse_flags: next kill-window
1770619171.260120 args_parse: flags end at 2 of 3
1770619171.260125 args_parse: 2 = kill-window (type STRING)
1770619171.260137 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1770619171.260143 args_parse_flags: next -N
1770619171.260148 args_parse_flag_argument: -N = Kill current window
1770619171.260153 args_parse_flags: next &
1770619171.260157 args_parse: flags end at 3 of 5
1770619171.260162 args_parse: 3 = & (type STRING)
1770619171.260172 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1770619171.260187 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1770619171.260195 cmdq_get_command: [bind-key/0xac6c18300] group 82
1770619171.260200 cmdq_append <global>: [bind-key/0xac6c18300]
1770619171.260219 yylex_token: end at WS
1770619171.260224 yylex_token: bind
1770619171.260229 yylex_token: end at WS
1770619171.260234 yylex_token: -N
1770619171.260242 yylex_token: end at WS
1770619171.260246 yylex_token: Prompt for window index to select
1770619171.260251 yylex_token: end at WS
1770619171.260255 yylex_token: '
1770619171.260261 yylex_token: end at WS
1770619171.260266 yylex_token: command-prompt
1770619171.260270 yylex_token: end at WS
1770619171.260274 yylex_token: -T
1770619171.260280 yylex_token: end at WS
1770619171.260284 yylex_token: window-target
1770619171.260289 yylex_token: end at WS
1770619171.260294 yylex_token: -pindex
1770619171.260299 yylex_token: end at WS
1770619171.260303 yylex_token: select-window
1770619171.260308 yylex_token: end at WS
1770619171.260312 yylex_token: -t
1770619171.260317 yylex_token: end at WS
1770619171.260321 yylex_token: :%%
1770619171.260328 cmd_parse_build_commands 0:0: bind
1770619171.260333 cmd_parse_build_commands 0:1: -N
1770619171.260337 cmd_parse_build_commands 0:2: Prompt for window index to select
1770619171.260342 cmd_parse_build_commands 0:3: '
1770619171.260347 cmd_parse_build_commands 0:4 0:0: command-prompt
1770619171.260352 cmd_parse_build_commands 0:4 0:1: -T
1770619171.260356 cmd_parse_build_commands 0:4 0:2: window-target
1770619171.260361 cmd_parse_build_commands 0:4 0:3: -pindex
1770619171.260366 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1770619171.260370 cmd_parse_build_commands 0:4 0:4 0:1: -t
1770619171.260375 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1770619171.260381 cmd_parse_build_commands 0:0: command-prompt
1770619171.260385 cmd_parse_build_commands 0:1: -T
1770619171.260389 cmd_parse_build_commands 0:2: window-target
1770619171.260394 cmd_parse_build_commands 0:3: -pindex
1770619171.260398 cmd_parse_build_commands 0:4 0:0: select-window
1770619171.260403 cmd_parse_build_commands 0:4 0:1: -t
1770619171.260407 cmd_parse_build_commands 0:4 0:2: :%%
1770619171.260413 cmd_parse_build_commands 0:0: select-window
1770619171.260417 cmd_parse_build_commands 0:1: -t
1770619171.260421 cmd_parse_build_commands 0:2: :%%
1770619171.260428 args_parse_flags: next -t
1770619171.260433 args_parse_flag_argument: -t = :%%
1770619171.260438 args_parse: flags end at 3 of 3
1770619171.260446 cmd_parse_build_commands: select-window -t ":%%"
1770619171.260451 args_parse_flags: next -T
1770619171.260455 args_parse_flag_argument: -T = window-target
1770619171.260460 args_parse_flags: next -pindex
1770619171.260465 args_parse_flag_argument: -p = index
1770619171.260469 args_parse: flags end at 4 of 5
1770619171.260476 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1770619171.260496 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1770619171.260501 args_parse_flags: next -N
1770619171.260507 args_parse_flag_argument: -N = Prompt for window index to select
1770619171.260512 args_parse_flags: next '
1770619171.260516 args_parse: flags end at 3 of 5
1770619171.260521 args_parse: 3 = ' (type STRING)
1770619171.260532 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1770619171.260557 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1770619171.260568 cmdq_get_command: [bind-key/0xac6c18400] group 90
1770619171.260573 cmdq_append <global>: [bind-key/0xac6c18400]
1770619171.260578 yylex_token: end at WS
1770619171.260582 yylex_token: bind
1770619171.260587 yylex_token: end at WS
1770619171.260591 yylex_token: -N
1770619171.260598 yylex_token: end at WS
1770619171.260602 yylex_token: Switch to previous client
1770619171.260606 yylex_token: end at WS
1770619171.260611 yylex_token: (
1770619171.260622 yylex_token: end at WS
1770619171.260626 yylex_token: switch-client
1770619171.260631 yylex_token: end at WS
1770619171.260635 yylex_token: -p
1770619171.260641 cmd_parse_build_commands 0:0: bind
1770619171.260645 cmd_parse_build_commands 0:1: -N
1770619171.260658 cmd_parse_build_commands 0:2: Switch to previous client
1770619171.260663 cmd_parse_build_commands 0:3: (
1770619171.260667 cmd_parse_build_commands 0:4 0:0: switch-client
1770619171.260672 cmd_parse_build_commands 0:4 0:1: -p
1770619171.260681 cmd_parse_build_commands 0:0: switch-client
1770619171.260686 cmd_parse_build_commands 0:1: -p
1770619171.260692 args_parse_flags: next -p
1770619171.260697 args_parse_flags: -p
1770619171.260701 args_parse: flags end at 2 of 2
1770619171.260708 cmd_parse_build_commands: switch-client -p
1770619171.260712 args_parse_flags: next -N
1770619171.260717 args_parse_flag_argument: -N = Switch to previous client
1770619171.260721 args_parse_flags: next (
1770619171.260726 args_parse: flags end at 3 of 5
1770619171.260730 args_parse: 3 = ( (type STRING)
1770619171.260736 args_parse: 4 = switch-client -p (type COMMANDS)
1770619171.260748 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1770619171.260754 cmdq_get_command: [bind-key/0xac6c18500] group 102
1770619171.260759 cmdq_append <global>: [bind-key/0xac6c18500]
1770619171.260764 yylex_token: end at WS
1770619171.260768 yylex_token: bind
1770619171.260772 yylex_token: end at WS
1770619171.260777 yylex_token: -N
1770619171.260783 yylex_token: end at WS
1770619171.260787 yylex_token: Switch to next client
1770619171.260791 yylex_token: end at WS
1770619171.260795 yylex_token: )
1770619171.260801 yylex_token: end at WS
1770619171.260805 yylex_token: switch-client
1770619171.260809 yylex_token: end at WS
1770619171.260813 yylex_token: -n
1770619171.260818 cmd_parse_build_commands 0:0: bind
1770619171.260823 cmd_parse_build_commands 0:1: -N
1770619171.260827 cmd_parse_build_commands 0:2: Switch to next client
1770619171.260832 cmd_parse_build_commands 0:3: )
1770619171.260836 cmd_parse_build_commands 0:4 0:0: switch-client
1770619171.260841 cmd_parse_build_commands 0:4 0:1: -n
1770619171.260846 cmd_parse_build_commands 0:0: switch-client
1770619171.260851 cmd_parse_build_commands 0:1: -n
1770619171.260857 args_parse_flags: next -n
1770619171.260861 args_parse_flags: -n
1770619171.260866 args_parse: flags end at 2 of 2
1770619171.260871 cmd_parse_build_commands: switch-client -n
1770619171.260876 args_parse_flags: next -N
1770619171.260880 args_parse_flag_argument: -N = Switch to next client
1770619171.260885 args_parse_flags: next )
1770619171.260889 args_parse: flags end at 3 of 5
1770619171.260893 args_parse: 3 = ) (type STRING)
1770619171.260899 args_parse: 4 = switch-client -n (type COMMANDS)
1770619171.260909 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1770619171.260915 cmdq_get_command: [bind-key/0xac6c18600] group 110
1770619171.260919 cmdq_append <global>: [bind-key/0xac6c18600]
1770619171.260924 yylex_token: end at WS
1770619171.260931 yylex_token: bind
1770619171.260936 yylex_token: end at WS
1770619171.260940 yylex_token: -N
1770619171.260946 yylex_token: end at WS
1770619171.260950 yylex_token: Rename current window
1770619171.260954 yylex_token: end at WS
1770619171.260958 yylex_token: ,
1770619171.260964 yylex_token: end at WS
1770619171.260968 yylex_token: command-prompt
1770619171.260973 yylex_token: end at WS
1770619171.260977 yylex_token: -I#W
1770619171.260982 yylex_token: end at WS
1770619171.260986 yylex_token: rename-window
1770619171.260991 yylex_token: end at WS
1770619171.260995 yylex_token: --
1770619171.260999 yylex_token: end at WS
1770619171.261003 yylex_token: %%
1770619171.261009 cmd_parse_build_commands 0:0: bind
1770619171.261013 cmd_parse_build_commands 0:1: -N
1770619171.261018 cmd_parse_build_commands 0:2: Rename current window
1770619171.261022 cmd_parse_build_commands 0:3: ,
1770619171.261027 cmd_parse_build_commands 0:4 0:0: command-prompt
1770619171.261032 cmd_parse_build_commands 0:4 0:1: -I#W
1770619171.261037 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1770619171.261042 cmd_parse_build_commands 0:4 0:2 0:1: --
1770619171.261047 cmd_parse_build_commands 0:4 0:2 0:2: %%
1770619171.261052 cmd_parse_build_commands 0:0: command-prompt
1770619171.261064 cmd_parse_build_commands 0:1: -I#W
1770619171.261069 cmd_parse_build_commands 0:2 0:0: rename-window
1770619171.261073 cmd_parse_build_commands 0:2 0:1: --
1770619171.261078 cmd_parse_build_commands 0:2 0:2: %%
1770619171.261083 cmd_parse_build_commands 0:0: rename-window
1770619171.261087 cmd_parse_build_commands 0:1: --
1770619171.261091 cmd_parse_build_commands 0:2: %%
1770619171.261097 args_parse_flags: next --
1770619171.261102 args_parse: flags end at 2 of 3
1770619171.261106 args_parse: 2 = %% (type STRING)
1770619171.261113 cmd_parse_build_commands: rename-window "%%"
1770619171.261117 args_parse_flags: next -I#W
1770619171.261122 args_parse_flag_argument: -I = #W
1770619171.261127 args_parse: flags end at 2 of 3
1770619171.261132 args_parse: 2 = rename-window "%%" (type COMMANDS)
1770619171.261142 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1770619171.261146 args_parse_flags: next -N
1770619171.261151 args_parse_flag_argument: -N = Rename current window
1770619171.261155 args_parse_flags: next ,
1770619171.261160 args_parse: flags end at 3 of 5
1770619171.261164 args_parse: 3 = , (type STRING)
1770619171.261172 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1770619171.261185 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1770619171.261192 cmdq_get_command: [bind-key/0xac6c18700] group 118
1770619171.261196 cmdq_append <global>: [bind-key/0xac6c18700]
1770619171.261201 yylex_token: end at WS
1770619171.261205 yylex_token: bind
1770619171.261209 yylex_token: end at WS
1770619171.261214 yylex_token: -N
1770619171.261221 yylex_token: end at WS
1770619171.261225 yylex_token: Delete the most recent paste buffer
1770619171.261229 yylex_token: end at WS
1770619171.261234 yylex_token: -
1770619171.261269 yylex_token: end at WS
1770619171.261275 yylex_token: delete-buffer
1770619171.261281 cmd_parse_build_commands 0:0: bind
1770619171.261285 cmd_parse_build_commands 0:1: -N
1770619171.261290 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1770619171.261295 cmd_parse_build_commands 0:3: -
1770619171.261300 cmd_parse_build_commands 0:4 0:0: delete-buffer
1770619171.261305 cmd_parse_build_commands 0:0: delete-buffer
1770619171.261310 args_parse: flags end at 1 of 1
1770619171.261316 cmd_parse_build_commands: delete-buffer
1770619171.261320 args_parse_flags: next -N
1770619171.261325 args_parse_flag_argument: -N = Delete the most recent paste buffer
1770619171.261329 args_parse_flags: next -
1770619171.261334 args_parse: flags end at 3 of 5
1770619171.261338 args_parse: 3 = - (type STRING)
1770619171.261343 args_parse: 4 = delete-buffer (type COMMANDS)
1770619171.261353 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1770619171.261359 cmdq_get_command: [bind-key/0xac6c18800] group 130
1770619171.261364 cmdq_append <global>: [bind-key/0xac6c18800]
1770619171.261368 yylex_token: end at WS
1770619171.261372 yylex_token: bind
1770619171.261377 yylex_token: end at WS
1770619171.261381 yylex_token: -N
1770619171.261387 yylex_token: end at WS
1770619171.261391 yylex_token: Move the current window
1770619171.261395 yylex_token: end at WS
1770619171.261399 yylex_token: .
1770619171.261405 yylex_token: end at WS
1770619171.261409 yylex_token: command-prompt
1770619171.261413 yylex_token: end at WS
1770619171.261417 yylex_token: -T
1770619171.261422 yylex_token: end at WS
1770619171.261426 yylex_token: target
1770619171.261431 yylex_token: end at WS
1770619171.261435 yylex_token: move-window
1770619171.261439 yylex_token: end at WS
1770619171.261443 yylex_token: -t
1770619171.261448 yylex_token: end at WS
1770619171.261452 yylex_token: %%
1770619171.261457 cmd_parse_build_commands 0:0: bind
1770619171.261462 cmd_parse_build_commands 0:1: -N
1770619171.261466 cmd_parse_build_commands 0:2: Move the current window
1770619171.261471 cmd_parse_build_commands 0:3: .
1770619171.261475 cmd_parse_build_commands 0:4 0:0: command-prompt
1770619171.261486 cmd_parse_build_commands 0:4 0:1: -T
1770619171.261491 cmd_parse_build_commands 0:4 0:2: target
1770619171.261496 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1770619171.261500 cmd_parse_build_commands 0:4 0:3 0:1: -t
